state_code,location_id,location_name,street_num,street_num_half,street_prefix,street_name,street_type,street_suffix,apt_type,apt_num,city,state,zip,zip4,datetime_created,is_active,data_sharing_committee_id,created_by_committee_id,latitude,longitude,is_staging_location,datetime_modified,van_precinct_id,datetime_suppressed,imputed_precinct_id
NH,14490,UMass Amherst,650,,N,Pleasant,St,,,,Amherst,MA,01003,1100,2019-10-30 17:37:00,t,73296,73296,42.390958,-72.526041,f,2019-10-30 17:37:01.117,,,972503
NH,14773,Haymarket,185,,,Main,St,,,,Northampton,MA,01060,3147,2019-11-14 18:02:00,t,73296,73296,42.318331,-72.631741,f,2019-11-14 18:02:50.253,,,972503
NH,14669,170 Main,170,,,Main,St,,,,Greenfield,MA,01301,3210,2019-11-08 23:58:00,t,73296,73296,42.587934,-72.603376,f,2019-11-12 21:52:05.14,,,972317
NH,13230,Meriamak Vally,34,,,Broad,St,,,,Merrimac,MA,01860,2008,2019-09-04 22:14:00,t,73296,73296,42.832582,-71.000843,f,2019-10-16 02:08:58.567,,,972411
NH,13342,Brenda's House,764,,,Main,St,,,,Rowley,MA,01969,1116,2019-09-13 18:34:00,t,73296,73296,42.749471,-70.855766,f,2019-09-20 02:00:56.61,,,972459
NH,14187,Northeastern University,1155,,,Tremont,St,,,,Boston,MA,02120,2013,2019-10-16 18:05:00,t,73296,73296,42.334974,-71.088947,f,2019-10-16 18:04:46.813,,,972420
NH,15577,Providence Station,100,,,Gaspee,St,,,,Providence,RI,02903,1164,2020-01-03 19:09:00,t,73296,73296,41.82922,-71.413331,f,2020-01-05 01:16:25.963,,,972327
NH,13669,Smyth Public Library,55,,,High,St,,,,Candia,NH,03034,2764,2019-09-26 18:25:00,t,73296,73296,43.06208,-71.29172,f,2019-09-26 18:25:21.637,,,972222
NH,13662,Harvey-Mitchell Library,151,,,Main,St,,,,Epping,NH,03042,2440,2019-09-26 18:14:00,t,73296,73296,43.039093,-71.073093,f,2019-11-26 23:38:15.34,972277,,972277
NH,12805,Apotheca,24,,,Main,St,,,,Goffstown,NH,03045,0015,2019-08-09 19:57:00,t,73296,73296,43.018533,-71.60012,f,2019-08-09 19:58:17.35,,,972293
NH,14379,Roy Park,31,,,Rosemont,St,,,,Goffstown,NH,03045,,2019-10-24 21:06:00,t,73296,73296,,,f,2019-10-24 21:08:20.997,,,972186
NH,13223,The Village Trestle,25,,,Main,St,,,,Goffstown,NH,03045,1842,2019-09-04 19:55:00,t,73296,73296,43.018664,-71.599416,f,2019-09-04 19:55:08.14,,,972293
NH,13353,Andrew's House,82,,,Main,St,,,,Hollis,NH,03049,6547,2019-09-13 23:00:00,t,73296,73296,42.732466,-71.590229,f,2019-09-20 01:05:00.04,972319,,972319
NH,13433,6 Coll St,6,,,Coll,St,,,,Hudson,NH,03051,2812,2019-09-17 21:42:00,t,73296,73296,42.759427,-71.424314,f,2019-09-21 23:30:51.86,972327,,972327
NH,12138,Greater Nashua Bernie Campaign Office,77,,,Derry,St,,Unit,B1,Hudson,NH,03051,3760,2019-07-02 19:00:00,t,73296,73296,42.7746,-71.44432,f,2019-12-28 02:21:32.197,,,972327
NH,13850,Greater Nashua Bernie Campaign Office,77,,,Derry,St,,,,Hudson,NH,03051,6000,2019-10-02 19:13:00,t,73296,73296,42.775293,-71.443612,f,2019-10-16 19:05:15.127,,2019-10-16 19:05:00,972327
NH,14199,Greater Nashua Bernie Campaign Office,77,,,Derry,St,,,,Hudson,NH,03051,6000,2019-10-16 19:07:00,t,73296,73296,42.775293,-71.443612,f,2019-10-16 19:14:05.547,,2019-10-16 19:13:00,972327
NH,13928,Mary Ellen's Apartment,95,,,Powers,St,,,,Milford,NH,03055,4935,2019-10-05 16:33:00,t,73296,73296,42.824061,-71.638096,f,2019-10-10 01:04:02.04,972384,,972384
NH,13241,Milford Trails Apt,95,,,Powers,St,,Apt,101,Milford,NH,03055,4949,2019-09-05 17:07:00,t,73296,73296,42.824061,-71.638096,f,2019-12-04 00:33:42.623,972384,,972384
NH,13610,Union Coffee Company,42,,,South,St,,,,Milford,NH,03055,3783,2019-09-24 20:06:00,t,73296,73296,42.834866,-71.648755,f,2019-12-05 18:05:56.67,,,972384
NH,13069,Milford High School,100,,,West,St,,,,Milford,NH,03055,4888,2019-08-28 18:38:00,t,73296,73296,42.826323,-71.660094,f,2019-08-28 18:37:57.673,,,972384
NH,12964,Daland Memorial Library,5,,N,Main,St,,,,Mont Vernon,NH,03057,,2019-08-20 17:07:00,t,73296,73296,42.895193,-71.674663,f,2019-08-20 17:07:41.243,,,972388
NH,14668,Liquid Therapy,14,,,Court,St,,,,Nashua,NH,03060,3440,2019-11-08 23:48:00,t,73296,73296,42.762427,-71.464406,f,2019-11-08 23:48:17.193,,,972393
NH,13591,184 Main St,184,,,Main,St,,,,Nashua,NH,03060,2748,2019-09-23 21:24:00,t,73296,73296,42.759796,-71.464591,f,2019-09-24 00:32:59.503,972393,,972393
NH,12264,Nashua Public Library,2,,,Court,St,,,,Nashua,NH,03060,3440,2019-07-11 19:31:00,t,73296,73296,42.763079,-71.464695,f,2019-12-11 19:12:29.323,,,972393
NH,15318,R'evolution Sports Bar & Restaurant,8,,,Temple,St,,,,Nashua,NH,03060,3443,2019-12-13 00:14:00,t,73296,73296,42.761827,-71.465063,f,2019-12-17 19:58:56.20,,,972393
NH,13067,Nashua Community College,505,,,Amherst,St,,,,Nashua,NH,03063,1026,2019-08-28 18:10:00,t,73296,73296,42.795369,-71.523721,f,2019-12-06 22:41:12.517,,,972391
NH,14947,Jo's House,53,,,Abbott,St,,Apt,1,Nashua,NH,03064,2158,2019-11-22 23:26:00,t,73296,73296,42.76956,-71.469568,f,2019-11-22 23:31:02.727,972392,,972392
NH,13885,Unitarian-Universalist Church of Nashua,58,,,Lowell,St,,,,Nashua,NH,03064,2268,2019-10-03 15:43:00,t,73296,73296,42.764794,-71.463298,f,2019-10-03 15:43:30.943,,,972392
NH,13573,Cathy's House,22,,,Mill,St,,,,New Boston,NH,03070,3825,2019-09-22 16:10:00,t,73296,73296,42.974888,-71.692932,f,2019-09-28 00:36:41.293,972400,,972400
NH,13455,Dudley-Tucker Library,6,,,Epping,St,,,,Raymond,NH,03077,2529,2019-09-18 19:37:00,t,73296,73296,43.03765,-71.18074,f,2019-11-17 22:10:10.693,972436,,972436
NH,14637,Raymond Democrats' Office,61,,,Main,St,,,,Raymond,NH,03077,2322,2019-11-07 19:09:00,t,73296,73296,43.035736,-71.182518,f,2019-12-05 00:18:14.307,,,972436
NH,12873,Kelley Library,234,,,Main,St,,,,Salem,NH,03079,3148,2019-08-13 22:00:00,t,73296,73296,42.784209,-71.211001,f,2019-11-05 22:24:53.49,972452,,972452
NH,13137,SNHU Arena,555,,,Elm,St,,,,Manchester,NH,03101,2535,2019-08-31 14:55:00,t,73296,73296,42.986456,-71.461781,f,2019-08-31 14:54:42.343,,,972365
NH,13447,Veteran's Memorial Park,723,,,Elm,St,,,,Manchester,NH,03101,2103,2019-09-18 17:03:00,t,73296,73296,43.000631,-71.464364,f,2019-09-18 17:03:09.49,,,972365
NH,13708,Boards and Brews,941,,,Elm,St,,,,Manchester,NH,03101,2003,2019-09-28 15:05:00,t,73296,73296,42.99135,-71.46298,f,2019-09-28 15:05:53.117,972365,,972365
NH,12582,Center for New Americans,72,,,Concord,St,,,,Manchester,NH,03101,1806,2019-07-30 21:26:00,t,73296,73296,42.992857,-71.460592,f,2019-07-30 21:25:56.277,972365,,972365
NH,13291,Central Alehouse,23,,,Central,St,,,,Manchester,NH,03101,2423,2019-09-11 01:57:00,t,73296,73296,42.98789,-71.46213,f,2019-09-11 01:57:06.137,,,972365
NH,13434,Suraj's House,634,,,Montgomery,St,,,,Manchester,NH,03102,3026,2019-09-17 21:51:00,t,73296,73296,42.99617,-71.481005,f,2019-09-21 23:09:02.61,972373,,972373
NH,14999,Dunkin' Donuts,947,,,2nd,St,,,,Manchester,NH,03102,5215,2019-11-27 02:12:00,t,73296,73296,42.968143,-71.480351,f,2019-12-11 18:54:29.18,,,972372
NH,13092,LT's House,86,,,Liberty,St,,,,Manchester,NH,03104,3117,2019-08-29 19:25:00,t,73296,73296,43.005786,-71.46078,f,2019-09-27 22:44:01.24,972365,,972365
NH,13531,Test Location34,86,,,Liberty,St,,#,2,Manchester,NH,03104,3117,2019-09-21 01:39:00,t,73296,73296,43.005786,-71.46078,f,2019-09-25 15:30:18.07,972365,,972365
NH,15069,1750 Elm St,1750,,,Elm,St,,,,Manchester,NH,03104,2907,2019-12-03 23:17:00,t,73296,73296,43.003687,-71.465788,f,2019-12-03 23:53:39.777,,,972365
NH,14661,Manchester Field Office,853,,,Hanover,St,,,,Manchester,NH,03104,5419,2019-11-08 22:49:00,t,73296,73296,42.987636,-71.428532,t,2020-01-02 20:44:42.22,972367,,972366
NH,13692,American Legion Merrill-Follansbee Post #37,5,,,Riverside,St,,,,Hooksett,NH,03106,1521,2019-09-27 15:37:00,t,73296,73296,43.097977,-71.463796,f,2019-09-27 15:37:49.08,,,972322
NH,14743,Dunkin' (Donuts),318,,,Summer,St,,,,Bristol,NH,03222,3210,2019-11-12 22:48:00,t,73296,73296,43.597201,-71.728117,f,2020-01-03 18:38:06.20,972216,,972216
NH,15291,Cracker Barrel Store,377,,,Main,St,,,,Hopkinton,NH,03229,2675,2019-12-11 19:29:00,t,73296,73296,43.191068,-71.674612,f,2019-12-11 22:00:56.39,,,972326
NH,14865,Franklin Highschool,115,,,Central,St,,,,Franklin,NH,03235,1131,2019-11-19 17:20:00,t,73296,73296,43.441484,-71.652015,f,2019-11-19 17:20:01.063,,,972286
NH,13016,Odell Park,124,,,Memorial,St,,,,Franklin,NH,03235,1611,2019-08-22 20:45:00,t,73296,73296,43.446004,-71.650333,f,2019-11-17 00:04:28.99,,,972286
NH,14678,Pizza Chef of Franklin,418,,N,Main,St,,,,Franklin,NH,03235,1018,2019-11-10 00:04:00,t,73296,73296,43.453828,-71.659224,f,2019-12-13 22:29:25.583,972285,,972285
NH,14993,McDonald's,822,,,Central,St,,,,Franklin,NH,03235,2016,2019-11-26 22:27:00,t,73296,73296,43.447777,-71.629363,f,2019-12-28 01:12:49.207,972287,,972287
NH,13691,"New England College, Simon Center, Great Room",98,,,Bridge,St,,,,Henniker,NH,03242,3292,2019-09-27 15:26:00,t,73296,73296,43.17754,-71.821766,f,2019-12-18 18:44:39.40,,,972314
NH,14866,Hillsboro American Legion,538,,W,Main,St,,,,Hillsboro,NH,03244,5243,2019-11-19 17:23:00,t,73296,73296,43.114735,-71.940528,f,2019-11-19 17:23:08.66,972316,,972316
NH,14816,Dunkin',258,,W,Main,St,,,,Hillsboro,NH,03244,5251,2019-11-16 00:33:00,t,73296,73296,43.111122,-71.914179,f,2019-12-03 20:41:38.927,972316,,972316
NH,15059,The Roasted Root Café,5,,W,Main,St,,,,Hillsboro,NH,03244,,2019-12-03 20:39:00,t,73296,73296,43.114645,-71.895348,f,2019-12-19 22:44:43.157,,,972316
NH,12532,Carlos Cardona's Home,1487,,,Old North Main,St,,,,Laconia,NH,03246,2684,2019-07-26 21:21:00,t,73296,73296,43.554572,-71.485729,f,2019-09-24 01:17:12.663,972338,,972338
NH,13021,Leavitt Park,,,,ELM,St,,,,Laconia,NH,03246,,2019-08-23 18:44:00,t,73296,73296,43.556167,-71.474473,f,2019-08-23 18:44:18.33,,,972343
NH,13501,Belknap Country Office,143,,,Lake,St,,,,Laconia,NH,03246,2129,2019-09-20 00:31:00,t,73296,73296,43.567035,-71.447599,f,2020-01-03 22:42:01.723,972343,,972343
NH,15452,The Margate,76,,,Lake,St,,,,Laconia,NH,03246,2103,2019-12-24 16:07:00,t,73296,73296,43.56507,-71.448969,f,2019-12-24 16:07:45.15,,,972343
NH,12269,Wayfarer Cafe,626,,,Main,St,,,,Laconia,NH,03246,3443,2019-07-11 22:19:00,t,73296,73296,43.5291,-71.47105,f,2019-07-11 22:19:21.203,972341,,972340
NH,15576,McDonald's,112,,,MAIN,St,,,,Lincoln,NH,03251,,2020-01-03 18:30:00,t,73296,73296,44.037363,-71.675668,f,2020-01-03 18:39:46.98,,,972352
NH,14744,Dunkin' (donuts),217,,,Main,St,,,,New London,NH,03257,,2019-11-12 22:54:00,t,73296,73296,43.416042,-71.987206,f,2020-01-02 22:29:16.08,,,972405
NH,15095,44 Main St,44,,,Main,St,,,,Pittsfield,NH,03263,3703,2019-12-04 21:23:00,t,73296,73296,43.304747,-71.327122,f,2019-12-21 00:12:43.353,972426,,972426
NH,15288,Off Campus Rentals,16,,,Highland,St,,,,Plymouth,NH,03264,1143,2019-12-11 19:21:00,t,73296,73296,43.757862,-71.690338,f,2020-01-03 18:43:25.433,972429,,972429
NH,13445,HUB Fireplace Lounge,17,,,High,St,,,,Plymouth,NH,03264,1595,2019-09-18 16:51:00,t,73296,73296,43.76012,-71.688555,f,2019-09-25 23:01:50.61,972429,,972429
NH,12752,Plymouth Regional Senior Center,8,,,Depot,St,,,,Plymouth,NH,03264,1618,2019-08-08 15:05:00,t,73296,73296,43.756373,-71.686848,f,2019-08-08 15:05:49.69,,,972429
NH,12658,Plymouth Field Office,42,,,Main,St,,,,Plymouth,NH,03264,6408,2019-08-02 19:04:00,t,73296,73296,43.755531,-71.687946,t,2020-01-04 02:14:00.413,972429,,972429
NH,15103,Green Street,,,,GREEN,St,,,,Plymouth,NH,03264,,2019-12-05 16:41:00,t,73296,73296,43.758085,-71.686639,f,2019-12-05 16:41:33.993,,,972429
NH,13650,Silver Center for the Arts Amphitheater,114,,,Main,St,,,NH3264,Plymouth,NH,03264,1544,2019-09-26 00:28:00,t,73296,73296,43.758826,-71.687619,f,2019-09-26 00:28:58.437,,,972429
NH,12748,Plymouth State University Hartman Union Building,17,,,HIGHLAND,St,,,,Plymouth,NH,03264,,2019-08-08 15:00:00,t,73296,73296,43.762224,-71.705178,f,2019-08-08 15:00:41.613,,,972429
NH,12268,Pease Public Library,1,,,Russell,St,,,,Plymouth,NH,03264,1414,2019-07-11 21:55:00,t,73296,73296,43.75696,-71.688809,f,2019-07-11 21:55:51.733,972429,,972429
NH,14182,Pembroke Town Library,313,,,Pembroke,St,,,,Pembroke,NH,03275,3234,2019-10-16 17:31:00,t,73296,73296,43.15038,-71.46017,f,2019-12-17 20:29:36.45,972421,,972421
NH,12710,Pembroke Park,,,,Pembroke & Broadway,St,,,,Pembroke,NH,03275,,2019-08-06 16:02:00,t,73296,73296,43.15,-71.46,f,2019-08-06 16:02:21.99,,,972421
NH,14485,Riverfront Park,322,,W,Main,St,,,,Tilton,NH,03276,5037,2019-10-30 01:30:00,t,73296,73296,43.443185,-71.593529,f,2019-11-04 00:04:32.52,,,972484
NH,15290,Hall Memorial Library,18,,,Park,St,,,,Northfield,NH,03276,1543,2019-12-11 19:28:00,t,73296,73296,43.442067,-71.592586,f,2019-12-31 20:17:39.03,,,972413
NH,14992,Dunkin',541,,W,Main,St,,,,Tilton,NH,03276,5014,2019-11-26 22:15:00,t,73296,73296,43.445553,-71.612649,f,2019-12-11 19:13:54.183,,,972484
NH,12272,MainStreet BookEnds,16,,E,Main,St,,,,Warner,NH,03278,4421,2019-07-12 17:49:00,t,73296,73296,43.277205,-71.809288,f,2019-12-04 07:52:23.487,972491,,972491
NH,12271,White Park,,,,Cross Section Of Rowell & White,St,,,,Concord,NH,03301,,2019-07-12 17:43:00,t,73296,73296,43.206179,-71.549845,f,2019-07-12 17:43:14.67,,,972241
NH,14872,The Barley House,132,,N,Main,St,,,NH3301,Concord,NH,03301,4917,2019-11-19 18:47:00,t,73296,73296,43.207838,-71.536412,f,2019-11-19 18:47:48.49,972240,,972240
NH,14500,Dunkin' Donuts,412,,S,Main,St,,,,Concord,NH,03301,3466,2019-10-30 22:02:00,t,73296,73296,43.176759,-71.530503,f,2019-12-24 17:08:43.123,,,972212
NH,15432,New Hampshire Legislative Office Building,33,,N,State,St,,,,Concord,NH,03301,6334,2019-12-21 18:00:00,t,73296,73296,43.206593,-71.539475,f,2019-12-21 20:58:28.373,,,972242
NH,12409,Concord Office,4,,S,State,St,,,,Concord,NH,03301,3720,2019-07-21 18:39:00,t,73296,73296,43.20327,-71.537019,t,2020-01-04 03:40:50.41,,,972242
NH,14787,Home of Nancy & Bill Marston,39,,,Auburn,St,,,,Concord,NH,03301,3006,2019-11-14 23:22:00,t,73296,73296,43.207464,-71.553821,f,2019-11-20 21:16:07.513,972241,,972241
NH,14466,State House Lawn,107,,N,Main,St,,,,Concord,NH,03301,4951,2019-10-29 19:56:00,t,73296,73296,43.207009,-71.537758,f,2019-12-04 23:06:05.733,,,972240
NH,15433,Concord High School Auditorium,170,,,Warren,St,,,,Concord,NH,03301,2942,2019-12-21 19:08:00,t,73296,73296,43.200344,-71.55116,f,2019-12-27 20:18:36.793,,,972241
NH,14702,Alan's of Boscawen,133,,N,Main,St,,,,Boscawen,NH,03303,1106,2019-11-11 19:21:00,t,73296,73296,43.290801,-71.604973,f,2019-11-15 05:37:28.44,972211,,972211
NH,13192,Keene Bernie Office,294,,,West,St,,Ste,4B,Keene,NH,03431,2400,2019-09-03 19:21:00,t,73296,73296,42.93255,-72.28897,t,2019-12-26 21:21:35.23,,,972335
NH,14944,Keene Bernie Office,294,,,West,St,,,,Keene,NH,03431,2400,2019-11-22 21:32:00,t,73296,73296,42.931605,-72.289018,f,2020-01-03 22:07:25.407,,,972335
NH,14815,Cheshire County Courthouse,12,,,Court,St,,,,Keene,NH,03431,3402,2019-11-16 00:02:00,t,73296,73296,42.934343,-72.27942,f,2019-11-16 00:02:34.49,972334,,972334
NH,14656,"Keene State Latern Room, Young Student Center",48,,,Madison,St,,,,Keene,NH,03431,,2019-11-08 20:55:00,t,73296,73296,42.927884,-72.281866,f,2019-11-08 20:54:50.933,,,972335
NH,12229,Keene Public Library,60,,,Winter,St,,,,Keene,NH,03431,3322,2019-07-09 20:48:00,t,73296,73296,42.933643,-72.281382,f,2019-07-09 20:48:31.007,,,972334
NH,12266,Keene Unitarian Universalist Church,69,,,Washington,St,,,,Keene,NH,03431,3130,2019-07-11 20:34:00,t,73296,73296,42.936031,-72.276823,f,2019-07-11 20:34:09.237,,,972332
NH,12508,Beaver Brook Lodge,181,,,Marlboro,St,,,,Keene,NH,03431,4155,2019-07-25 19:42:00,t,73296,73296,42.926429,-72.271743,f,2019-07-25 19:43:16.737,972331,,972331
NH,13014,Keene Office,298,,,West,St,,,,Keene,NH,03431,2441,2019-08-22 20:00:00,t,73296,73296,42.93187,-72.28904,f,2019-12-22 20:08:47.39,,,972335
NH,14356,"Mabel Brown Room, Keene State College",48,,,Madison,St,,,,Keene,NH,03431,,2019-10-23 21:31:00,t,73296,73296,42.927884,-72.281866,f,2019-10-23 21:33:21.373,,,972335
NH,13452,Michele's House,25,,,Beech,St,,,,Keene,NH,03431,3203,2019-09-18 18:50:00,t,73296,73296,42.936022,-72.270737,f,2019-09-23 23:33:59.593,972332,,972332
NH,13072,Keene State Student Center,229,,,Main,St,,,,Keene,NH,03435,0001,2019-08-28 18:57:00,t,73296,73296,42.927017,-72.277535,f,2019-12-03 23:35:32.167,972331,,972331
NH,15270,Antrim Town of Tuttle Library,45,,,Main,St,,,,Antrim,NH,03440,,2019-12-10 22:32:00,t,73296,73296,43.027942,-71.937843,f,2019-12-13 19:09:54.373,,,972194
NH,14057,Stratton Free Library,9,,,Main,St,,,,Swanzey,NH,03446,,2019-10-10 18:06:00,t,73296,73296,,,f,2019-10-13 23:09:25.163,,,972186
NH,15398,Hancock Public Library,25,,,Main,St,,,,Hancock,NH,03449,,2019-12-19 16:47:00,t,73296,73296,42.973223,-71.982293,f,2019-12-19 16:47:19.843,,,972308
NH,15486,Fiddleheads Cafe,28,,,Main,St,,,,Hancock,NH,03449,,2019-12-27 21:47:00,t,73296,73296,42.972732,-71.982262,f,2020-01-03 00:41:40.10,,,972308
NH,12860,Hinsdale Community Center,19,,,Main,St,,,,Hinsdale,NH,03451,,2019-08-13 18:39:00,t,73296,73296,42.786247,-72.482697,f,2019-08-13 18:39:13.96,,,972317
NH,12603,Peterborough Town Library,2,,,Concord,St,,,,Peterborough,NH,03458,1511,2019-07-31 18:22:00,t,73296,73296,42.877624,-71.947815,f,2019-11-06 20:12:42.90,972422,,972422
NH,13132,Peterborough Town Hall,1,,,Grove,St,,,,Peterborough,NH,03458,1422,2019-08-30 20:32:00,t,73296,73296,42.877685,-71.950471,f,2019-08-30 20:32:24.917,972422,,972422
NH,13074,Putnam Park,,,,GROVE,St,,,,Peterborough,NH,03458,,2019-08-28 19:11:00,t,73296,73296,42.870091,-71.952822,f,2019-08-28 19:11:45.427,,,972422
NH,14791,Rindge Public Library,203,,,Main,St,,,,Rindge,NH,03461,5722,2019-11-15 02:06:00,t,73296,73296,42.748735,-72.009,f,2019-11-15 02:06:02.037,972438,,972438
NH,14742,Gay-Kimball Library,10,,S,Main,St,,,,Troy,NH,03465,,2019-11-12 22:45:00,t,73296,73296,42.824426,-72.18133,f,2019-11-20 15:35:03.083,,,972485
NH,14149,Conant Public Library,111,,,Main,St,,,,Winchester,NH,03470,3132,2019-10-15 20:30:00,t,73296,73296,42.77255,-72.383692,f,2019-11-06 23:05:02.94,,,972503
NH,12738,Littleton Opera House,2,,,Union,St,,,,Littleton,NH,03561,5709,2019-08-07 19:41:00,t,73296,73296,44.30583,-71.769847,f,2019-08-07 19:41:14.277,972355,,972355
NH,14952,Alburritos,106,,,Main,St,,,,Littleton,NH,03561,4052,2019-11-23 04:43:00,t,73296,73296,44.307155,-71.774476,f,2019-11-23 04:43:11.857,972355,,972355
NH,13005,Dunkin' Donuts,148,-150,,MAIN,St,,,,Littleton,NH,03561,,2019-08-22 15:31:00,t,73296,73296,44.30772,-71.775682,f,2019-08-22 15:31:43.74,,,972355
NH,14563,Miller's Cafe and Bakery,16,,,Mill,St,,,,Littleton,NH,03561,3829,2019-11-03 16:26:00,t,73296,73296,44.305793,-71.771684,f,2020-01-04 02:51:13.357,,,972355
NH,14953,Alburrito's,106,,,Main,St,,,,Littleton,NH,03561,4052,2019-11-23 04:44:00,t,73296,73296,44.307155,-71.774476,f,2019-11-23 04:44:34.16,972355,,972355
NH,14470,The Inkwell Coffee and Tea house,42,,,Mill,St,,,,Littleton,NH,03561,4069,2019-10-29 21:03:00,t,73296,73296,44.30636,-71.772959,f,2020-01-04 02:44:46.257,972355,,972355
NH,14890,Littleton Freehouse Taproom & Eatery,28,,,Cottage,St,,,,Littleton,NH,03561,5716,2019-11-20 02:41:00,t,73296,73296,44.305156,-71.770488,f,2019-11-20 02:41:45.02,972355,,972355
NH,14206,The Inkwell Coffeeshop,42,,,Mill,St,,,NH3561,Littleton,NH,03561,4069,2019-10-16 20:08:00,t,73296,73296,44.30636,-71.772959,f,2019-10-19 19:37:45.113,972355,,972355
NH,14268,Dunkin Donuts,148,,,Main,St,,,NH3561,Littleton,NH,03561,4014,2019-10-19 19:24:00,t,73296,73296,44.305793,-71.771684,f,2019-10-20 22:04:14.047,972355,,972355
NH,12638,Berlin Bernie Campaign Office,171,,,Main,St,,,,Berlin,NH,03570,2417,2019-08-02 12:57:00,t,73296,73296,44.470219,-71.180347,f,2019-12-17 23:31:30.787,,,972207
NH,14623,2015 Main St,2015,,,Main,St,,,,Bethlehem,NH,03574,,2019-11-06 22:13:00,t,73296,73296,44.280291,-71.690769,f,2019-11-07 18:37:12.877,,,972210
NH,15275,The Colonial Theater,2050,,,Main,St,,,,Bethlehem,NH,03574,,2019-12-10 23:04:00,t,73296,73296,44.279915,-71.690276,f,2020-01-04 02:44:06.673,,,972210
